chain_id,ula,uhmc_10,uhmc_uniform_19
150,1.197967393541743,1.1186997259983547,1.1267359802779393
151,1.141960950150912,1.174931812952783,1.1165023738471316
152,1.1075457734747012,1.115296901567755,1.1204545646744897
153,1.0941761597936346,1.140501219065189,1.143801911324467
154,1.0483860840979164,1.138038535619225,1.1289668981778962
155,1.0451913887248891,1.1168855384278142,1.1127786880448558
156,1.0917707386219233,1.1321001484772146,1.1236568049591196
157,1.0887271715684883,1.1383545915970643,1.1253381284061068
158,1.050660861153536,1.1445299464903416,1.1125881306833818
159,1.0236371335910035,1.121346681354695,1.1586988190578669
160,1.036913172966104,1.1195248712498596,1.1226544613808143
161,1.2569988079153271,1.1046058664783267,1.1364708011636229
162,1.1133711991904784,1.1097008413917053,1.121141781189649
163,1.078633187340474,1.1090924634601182,1.1645948782953006
164,1.1448674481985763,1.1244329346892907,1.1063085691605874
165,1.033504338740919,1.1182932525955966,1.1053953114529902
166,1.0986388734783081,1.1385090237552808,1.1496984629702744
167,1.3490204148090563,1.1504556523217495,1.1014615686789209
168,1.2476117239783626,1.1640201416859672,1.1168674514866148
169,1.0323252842421968,1.1586706118787717,1.12106916781947
170,1.0845410368582777,1.1184826120127263,1.1223324017951697
171,1.0985244661132632,1.1176219345021337,1.1428177056292075
172,1.066702235969561,1.1127563404433012,1.1031395386025817
173,1.0645759479953938,1.1044557448701564,1.1332309060835772
174,1.1883525078442503,1.1118816109943752,1.1125670738789686
175,1.0778286293404624,1.1269715724177336,1.121237949454044
176,1.0606589951699488,1.1394840700262356,1.1060649275526162
177,1.1347041146985977,1.122300000693199,1.1244937002835529
178,1.0563028345204324,1.1323790242031004,1.1170390156232943
179,1.1391853308610613,1.1447325887689512,1.1043949688727435
180,1.0298055864237214,1.1576216851500765,1.1356209393942522
181,1.4386967471821162,1.1237160332138056,1.1212030088358123
182,1.183629868901818,1.1427782982036556,1.1215292091842748
183,1.1927497697351692,1.1040541027165167,1.1373723321475175
184,1.0995335345442043,1.143391156067725,1.1214527666437721
185,1.0240475205581636,1.1257265141984782,1.1189301091445945
186,1.0366748495759515,1.2306110459194863,1.0902674395951442
187,1.1292209338167496,1.126915800455531,1.121154145684931
188,1.1150280194134865,1.1048201240290774,1.107237515088124
189,1.1123760328626373,1.1231119996845014,1.116074222529586
190,1.3014096909215935,1.1238157979484664,1.1281250782923151
191,1.1457228663462082,1.124839063819135,1.1179356714823343
192,1.1339237405287261,1.1358529758649272,1.1053137679057943
193,1.1293813183038621,1.1371369597901895,1.1224289309440318
194,1.0411816439141048,1.1215445071273795,1.1232578256538035
195,1.105876042838693,1.1102983845221288,1.1176028155775486
196,1.0546365811682645,1.1303106033244712,1.1162046384001774
197,1.0532791147413596,1.110318219708359,1.1253131219450687
198,1.0464126730184056,1.1260091988135987,1.1308965027757956
199,1.0257367320790263,1.1160758263557597,1.123868166370796
200,1.16559527948651,1.1264345840740615,1.1310205255098404
